title_ID,knowledge,correct_rate,avg_timeconsume,avg_memory,match_index,discrimination,avg_mastery,total_submits,correct_submits,correct_rate_normalized,avg_timeconsume_normalized,avg_memory_normalized,match_index_normalized,discrimination_normalized
Question_bumGRTJ0c8p4v5D6eHZa,b3C9s,0.5651362448674878,5.565136244867488,428.69459868753154,0.07044017088764754,0.6622735242548217,0.6355764157551353,2679,1514,0.7845850711929472,0.06054513559837932,0.13903846516436644,0.27438859615061223,0.7643532892485474
Question_62XbhBvJ8NUSnApgDL94,y9W5d,0.534221902017291,5.493515850144092,493.84150943396224,0.004163791825299468,0.3953344216818667,0.5383856938425905,2776,1483,0.7175277681079504,0.05865384246579952,0.2002687093940497,0.0066211763146680255,0.07226392821367496
Question_ZTbD7mxr2OUp8Fz6iNjy,m3D1v,0.6316495306213679,3.6146624944121593,308.71307742355236,0.10838325687934092,0.4027518078425853,0.5232662737420269,2237,1413,0.9288611951781781,0.009038611182250973,0.026270296023746267,0.4276848742567436,0.09149488388498817
Question_xqlJkmRaP0otZcX4fK3W,g7R2j,0.3784084585420145,3.386199220923762,296.21514818880354,0.17776081332222798,0.6305355083209754,0.5561692718642425,3594,1360,0.3795477775751055,0.00300553887283296,0.01452374886378142,0.7079815583251128,0.6820665693320935
Question_FNg8X9v5zcbB1tQrxHR3,b3C9s,0.4224160041036163,4.420364195947679,366.84615384615387,0.21316041165151906,0.7531625409537678,0.6355764157551353,3899,1647,0.4750059710437838,0.030314926412111243,0.080908381335777,0.8510017299453222,1.0
Question_hZ5wXofebmTlzKB1jNcP,b3C9s,0.6018821603927987,3.508592471358429,306.33422459893046,0.03369425536233661,0.6184199967902424,0.6355764157551353,2444,1471,0.8642918275829112,0.006237600283764963,0.024034461081318837,0.12592908268706124,0.6506548482575313
Question_X3wF8QlTyi4mZkDp9Kae,g7R2j,0.5036666666666667,3.989333333333333,435.4831317632081,0.05250260519757577,0.5754796591391504,0.5561692718642425,3000,1511,0.651249416739819,0.018932613964087804,0.14541886806332865,0.2019178946590617,0.5393240220087101
Question_oCjnFLbIs4Uxwek9rBpu,g7R2j,0.5524208921082729,24.00457491422036,365.9447983014862,0.003748379755969533,0.4896045146315933,0.5561692718642425,5246,2898,0.7570037873875922,0.5474788345630591,0.08006121576022734,0.0049428435580075245,0.3166767091266669
Question_EhVPdmlB31M8WKGqL0wc,y9W5d,0.497195157956894,9.307942131679953,373.7742782152231,0.04119053588569649,0.47579148738769794,0.5383856938425905,3387,1684,0.6372118574401989,0.159382109307424,0.08741998322620081,0.15621528302727944,0.28086386227493176
Question_UXqN1F7G3Sbldz02vZne,y9W5d,0.6644455021418372,5.157068062827225,402.1397712833545,0.12605980829924668,0.42023135884132484,0.5383856938425905,2101,1396,1.0,0.049769202942635905,0.11408012794153916,0.4991010353728013,0.1368138767387529
Question_x2Fy7rZ3SwYl9jMQkpOD,y9W5d,0.41139240506329117,20.118877270225646,688.5924865831843,0.12699328877929933,0.39509471585244266,0.5383856938425905,7268,2990,0.45109432506390307,0.44486849154901714,0.38331115543159516,0.5028724493086135,0.0716424461875372
Question_BW0ItEaymH3TkD6S15JF,r8S3g,0.3849414111194216,3.3238593866866117,291.3987206823028,0.013536170606566644,0.5260194761991169,0.37140524051285495,4011,1544,0.3937186167595558,0.0013593192333819812,0.009996887510593407,0.04448712070526598,0.4110892820335867
Question_h7pXNg80nJbw1C4kAPRm,m3D1v,0.3835384986724596,5.635047067342505,354.17383820998276,0.13972777506956735,0.5007713753952178,0.5232662737420269,4143,1589,0.3906755138990644,0.062391283737476544,0.06899793197650478,0.5543218583608719,0.3456288763294843
Question_rvB9mVE6Kbd8jAY4NwPx,r8S3g,0.5815811606391926,3.514718250630782,287.09915014164307,0.21017592012633768,0.5301313476552757,0.37140524051285495,2378,1383,0.8202562710128531,0.006399364880486974,0.005955809410788505,0.838943895668222,0.42175007493099553
Question_q7OpB2zCMmW9wS8uNt3H,r8S3g,0.2034316911477967,3.3117119459248667,281.21686135093955,0.16797354936505826,0.39520298784013896,0.37140524051285495,15386,3130,0.0,0.0010385394976679108,0.00042716691404451687,0.6684394099135453,0.07192316148949351
Question_YWXHr4G6Cl7bEm9iF2kQ,g7R2j,0.5232558139534884,5.413728432108027,488.312131147541,0.03291345791075406,0.5826631390515064,0.5561692718642425,2666,1395,0.6937408710513145,0.056546881224093445,0.19507176023657288,0.12277453317813199,0.5579485321483982
Question_5fgqjSBwTPG7KUV3it6O,g7R2j,0.42827604032049627,41.14086327216335,1344.7285778375954,0.1278932315437462,0.5806574871629104,0.5561692718642425,3869,1657,0.4877171655397676,1.0,1.0,0.5065083653837702,0.5527485059227262
Question_Az73sM0rHfWVKuc4X2kL,y9W5d,0.5670622078389068,6.037396619920892,369.88334335538184,0.028676513996316322,0.453914700817548,0.5383856938425905,2781,1577,0.788762739899371,0.07301620347754438,0.08376297341529552,0.10565658624124022,0.22414421688430047
Question_Ou3f2Wt9BqExm5DpN7Zk,y9W5d,0.6294326241134752,5.210992907801418,363.4030581039755,0.09104693027088473,0.44010992060148024,0.5383856938425905,2256,1420,0.9240524314166055,0.051193206389824476,0.07767228631938648,0.3576432770685119,0.18835275198884177
Question_Mh4CZIsrEfxkP1wXtOYV,y9W5d,0.3535276073619632,3.726993865030675,306.169689119171,0.1848580864806273,0.49122174122174117,0.5383856938425905,3912,1383,0.32557791683188164,0.01200496665466329,0.023879817561086022,0.7366557035995206,0.32086967039249764
Question_lU2wvHSZq7m43xiVroBc,y9W5d,0.486061684460261,5.249406880189798,382.76363636363635,0.052324009382329506,0.49613159763609804,0.5383856938425905,6744,3278,0.6130618792158439,0.0522076113292812,0.09586889643772395,0.20119633833207828,0.3335993879791391
Question_Ej5mBw9rsOUKkFycGvz2,y9W5d,0.4352785145888594,5.288063660477453,363.0181818181818,0.10310717925373108,0.5225277332990317,0.5383856938425905,3770,1641,0.5029064594424044,0.053228428142258165,0.07731054899819426,0.4063686570365078,0.4020362879636842
Question_pVKXjZn0BkSwYcsa7C31,y9W5d,0.3265902449988762,4.777028545740616,369.14677327241577,0.21179544884371432,0.4000816218215739,0.5383856938425905,8898,2906,0.26714721102503275,0.03973342847433276,0.08307068631287506,0.8454870567783698,0.08457192910124324
Question_QRm48lXxzdP7Tn1WgNOf,y9W5d,0.5409106470386854,4.819582334816843,392.74082073434124,0.0025249531960949145,0.4897399537046691,0.5383856938425905,5842,3160,0.7320365417322634,0.04085715432583003,0.10524624723983102,0.0,0.3170278601593956
Question_Jr4Wz5jLqmN01KUwHa7g,m3D1v,0.5195806352143078,16.954671600370027,937.8529411764706,0.0036856385277191928,0.432648607417923,0.5232662737420269,3243,1685,0.6857689217267244,0.3613107217743539,0.6175859404778684,0.004689358726101916,0.16900790732608612
Question_7NJzCXUPcvQF4Mkfh9Wr,m3D1v,0.603399433427762,8.358559287737759,525.072463768116,0.08013315968573509,0.462564938190609,0.5232662737420269,2471,1491,0.8675829937015395,0.1343115793295934,0.22962204233794667,0.31354985748809394,0.2465715690354736
Question_n2BTxIGw1Mc3Zo6RLdUe,m3D1v,0.28519300941040904,3.6740925676973304,300.78324501640174,0.2380732643316179,0.3674621999258342,0.5232662737420269,5207,1485,0.17735112552554153,0.010607992221088528,0.018817209309010645,0.9516537326237968,0.0
Question_NixCn84GdK2tySa5rB1V,m3D1v,0.6206445993031359,6.027439024390244,352.02199312714777,0.09737832556110892,0.46274647746221437,0.5232662737420269,2296,1425,0.9049900419593557,0.07275325139361837,0.06697545695110768,0.3832231503930628,0.24704224342254189
Question_TmKaGvfNoXYq4FZ2JrBu,m3D1v,0.3573793755912961,7.302743614001892,524.8588878174221,0.16588689815073082,0.42146420270959695,0.5232662737420269,4228,1511,0.3339329121432536,0.10643045774797134,0.2294213066856688,0.6600089974549471,0.14001025417774204
